mcgill,0.20639815262606268
students,0.17691270225091088
mcgill,0.20639815262606268
students,0.17691270225091088
nightline,0.19861512450865726
service,0.2585028682309459
anything,0.16884100130586682
crisis,0.19861512450865726
re,0.2954717522852669
please,0.19861512450865726
feel,0.13133004227879927
call,0.2532615019588002
us,0.22157388705509654
sometimes,0.1266307509794001
give,0.11078694352754827
really,0.14896134338149294
students,0.17691270225091088
call,0.2532615019588002
us,0.22157388705509654
mcgill,0.20639815262606268
students,0.17691270225091088
service,0.2585028682309459
us,0.22157388705509654
mcgill,0.20639815262606268
service,0.2585028682309459
re,0.2954717522852669
feel,0.13133004227879927
give,0.11078694352754827
mcgill,0.20639815262606268
students,0.17691270225091088
feel,0.13133004227879927
anything,0.16884100130586682
give,0.11078694352754827
feel,0.13133004227879927
sometimes,0.1266307509794001
